"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"even after 90 minutes of playing opposite each other bullock and grant still look [[ill]] at ease sharing the same scene . what should have been a painless time-killer [[becomes]] instead a [[grating]] endurance [[test]] .","even after 90 minutes of playing opposite each other bullock and grant still look [[patient]] at ease sharing the same scene . what should have been a painless time-killer [[become]] instead a [[grill]] endurance [[proof]] .",0.018125295639038086,0.8004822134971619,0,1,0,39,"Successful"
"there's no disguising this as one of the [[worst]] films of the summer . or for the year , for that matter .","there's no disguising this as one of the [[gravest]] films of the summer . or for the year , for that matter .",0.040788352489471436,0.6779491901397705,0,1,0,15,"Successful"
"i could have [[used]] my two [[hours]] [[better]] watching being john malkovich again .","i could have [[use]] my two [[hour]] [[improved]] watching being john malkovich again .",0.3065057396888733,0.5470930337905884,0,1,0,33,"Successful"
"i just saw this movie . . . well , it's probably not accurate to call it a movie .","i just saw this movie . . . well , it's probably not accurate to call it a movie .",0.9087308049201965,0.9087308049201965,0,0,1,1,"Skipped"
"miller has crafted an [[intriguing]] story of maternal instincts and misguided acts of affection .","miller has crafted an [[enigmatic]] story of maternal instincts and misguided acts of affection .",0.024217605590820312,0.6536976099014282,1,0,1,18,"Successful"
"the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .","the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .",0.5714081525802612,0.5714081525802612,1,1,0,1,"Skipped"
"it's not a particularly [[good]] film , but [[neither]] is it a monsterous one .","it's not a particularly [[buena]] film , but [[ni]] is it a monsterous one .",0.11566340923309326,0.5686777830123901,0,1,0,14,"Successful"
"definitely a crowd-pleaser , but then , so was the roman colosseum .","definitely a crowd-pleaser , but then , so was the roman colosseum .",0.7413945198059082,0.7413945198059082,1,1,0,1,"Skipped"
"the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .","the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .",0.5933545827865601,0.5933545827865601,0,0,1,1,"Skipped"
"a cellophane-pop remake of the punk [[classic]] ladies and gentlemen , the [[fabulous]] stains . . . [[crossroads]] is never much worse than [[bland]] or better than inconsequential .","a cellophane-pop remake of the punk [[typical]] ladies and gentlemen , the [[excellent]] stains . . . [[juncture]] is never much worse than [[vapid]] or better than inconsequential .",0.2103748321533203,0.866729736328125,0,1,0,62,"Successful"
"an almost unbearably morbid [[love]] story .","an almost unbearably morbid [[iike]] story .",0.13479083776474,0.692737877368927,1,0,1,16,"Successful"
"hart's war seems to [[want]] to be a [[character]] [[study]] , but [[apparently]] can't [[quite]] decide which [[character]] .","hart's war seems to [[wish]] to be a [[personage]] [[examine]] , but [[manifestly]] can't [[rather]] decide which [[nature]] .",0.05712074041366577,0.35600394010543823,0,0,0,74,"Failed"
". . . is [[funny]] in the [[way]] that makes you ache with [[sadness]] ( the way chekhov is funny ) , [[profound]] without ever being self-important , [[warm]] without ever [[succumbing]] to sentimentality .",". . . is [[droll]] in the [[routing]] that makes you ache with [[heaviness]] ( the way chekhov is funny ) , [[deepest]] without ever being self-important , [[caliente]] without ever [[succumb]] to sentimentality .",0.0032429099082946777,0.5837424397468567,1,0,1,48,"Successful"
"not just unlikable . [[disturbing]] . [[disgusting]] . [[without]] any [[redeeming]] [[value]] whatsoever .","not just unlikable . [[unsettling]] . [[heinous]] . [[sans]] any [[redeem]] [[valuing]] whatsoever .",0.008841454982757568,0.4532955288887024,0,0,0,55,"Failed"
"an adorably [[whimsical]] [[comedy]] that deserves more than a passing twinkle .","an adorably [[spoilt]] [[travesty]] that deserves more than a passing twinkle .",0.0066130757331848145,0.976360023021698,1,0,1,20,"Successful"
"tells ( the story ) with such atmospheric ballast that shrugging off the plot's persnickety problems is simply a matter of ( being ) in a shrugging mood .","tells ( the story ) with such atmospheric ballast that shrugging off the plot's persnickety problems is simply a matter of ( being ) in a shrugging mood .",0.5486663579940796,0.5486663579940796,0,0,1,1,"Skipped"
"the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .","the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .",0.9450482726097107,0.9450482726097107,1,1,0,1,"Skipped"
"goofy , nutty , [[consistently]] [[funny]] . and [[educational]] !","goofy , nutty , [[repeatedly]] [[droll]] . and [[didactic]] !",0.0070375800132751465,0.9625990986824036,1,0,1,38,"Successful"
"arliss howard's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the [[challenges]] it poses for itself that one can forgive the film its flaws .","arliss howard's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the [[difficulty]] it poses for itself that one can forgive the film its flaws .",0.1514403223991394,0.7975836396217346,1,0,1,24,"Successful"
"gaping [[plot]] holes sink this 'sub'-standard thriller and [[drag]] [[audience]] [[enthusiasm]] to [[crush]] depth .","gaping [[intrigue]] holes sink this 'sub'-standard thriller and [[trawling]] [[spectators]] [[fervour]] to [[crushing]] depth .",0.04683119058609009,0.4971778988838196,0,0,0,40,"Failed"
"the film has too many spots where it's on slippery footing , but is acceptable entertainment for the entire family and one that's especially fit for the kiddies .","the film has too many spots where it's on slippery footing , but is acceptable entertainment for the entire family and one that's especially fit for the kiddies .",0.9777677059173584,0.9777677059173584,1,1,0,1,"Skipped"
"in imax in short , it's just as [[wonderful]] on the big screen .","in imax in short , it's just as [[sumptuous]] on the big screen .",0.017606735229492188,0.9337795376777649,1,0,1,44,"Successful"
"talkiness isn't necessarily [[bad]] , but the [[dialogue]] [[frequently]] misses the [[mark]] .","talkiness isn't necessarily [[negative]] , but the [[discussions]] [[often]] misses the [[flagged]] .",0.12704288959503174,0.3738061785697937,0,0,0,39,"Failed"
"this is a nervy , [[risky]] [[film]] , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi .","this is a nervy , [[dicey]] [[kino]] , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi .",0.010321497917175293,0.5816797018051147,1,0,1,31,"Successful"
"fresnadillo has something serious to say about the [[ways]] in which extravagant chance can distort our perspective and throw us off the [[path]] of good sense .","fresnadillo has something serious to say about the [[manner]] in which extravagant chance can distort our perspective and throw us off the [[trajectories]] of good sense .",0.22306519746780396,0.6290503144264221,1,0,1,35,"Successful"
"[[throughout]] all the tumult , a question comes to [[mind]] : so why is this so [[boring]] ?","[[across]] all the tumult , a question comes to [[intellect]] : so why is this so [[dreary]] ?",0.07115697860717773,0.2851257920265198,0,0,0,39,"Failed"
"the [[best]] [[film]] of the [[year]] 2002 .","the [[better]] [[cinema]] of the [[annual]] 2002 .",0.08149749040603638,0.20389431715011597,1,1,1,22,"Failed"
"true to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at .","true to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at .",0.9021080732345581,0.9021080732345581,1,1,0,1,"Skipped"
"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest .","i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest .",0.6361161470413208,0.6361161470413208,0,0,1,1,"Skipped"
"if the film's [[vision]] of [[sport]] as a secular [[religion]] is a [[bit]] cloying , its through-line of [[family]] and community is [[heartening]] in the same [[way]] that each season marks a [[new]] [[start]] .","if the film's [[eyesight]] of [[sportsman]] as a secular [[cults]] is a [[bitten]] cloying , its through-line of [[families]] and community is [[comforting]] in the same [[manner]] that each season marks a [[novo]] [[cranking]] .",0.005258083343505859,0.1255548596382141,1,1,1,98,"Failed"
"weighty and ponderous but every bit as filling as the treat of the title .","weighty and ponderous but every bit as filling as the treat of the title .",0.823045015335083,0.823045015335083,0,0,1,1,"Skipped"
"press the [[delete]] key .","press the [[abolition]] key .",0.35890740156173706,0.5833795070648193,0,1,0,25,"Successful"
"any intellectual [[arguments]] being made about the nature of god are framed in a drama so [[clumsy]] , there is a real [[danger]] less sophisticated audiences will mistake it for an endorsement of the very things that bean abhors .","any intellectual [[controversies]] being made about the nature of god are framed in a drama so [[awkward]] , there is a real [[menace]] less sophisticated audiences will mistake it for an endorsement of the very things that bean abhors .",0.03357642889022827,0.5160101652145386,0,1,0,37,"Successful"
"[lin chung's] voice is rather unexceptional , even [[irritating]] ( at least to this western ear ) , making it [[awfully]] [[hard]] to buy the impetus for the complicated love [[triangle]] that develops between the three central [[characters]] .","[lin chung's] voice is rather unexceptional , even [[vexing]] ( at least to this western ear ) , making it [[frightfully]] [[arduous]] to buy the impetus for the complicated love [[trilateral]] that develops between the three central [[characteristic]] .",0.036886394023895264,0.761379599571228,0,1,0,63,"Successful"
"it's got all the familiar bruckheimer elements , and schumacher does probably as [[good]] a [[job]] as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas .","it's got all the familiar bruckheimer elements , and schumacher does probably as [[buena]] a [[labor]] as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas .",0.048007428646087646,0.8287227153778076,1,0,1,26,"Successful"
"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .","proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .",0.6423079967498779,0.6423079967498779,1,1,0,1,"Skipped"
"has [[enough]] [[wit]] , [[energy]] and geniality to [[please]] not only the fanatical adherents on [[either]] side , but [[also]] people who know [[nothing]] about the [[subject]] and [[think]] they're not interested .","has [[adequate]] [[witt]] , [[energies]] and geniality to [[invites]] not only the fanatical adherents on [[neither]] side , but [[besides]] people who know [[nothin]] about the [[subjected]] and [[reckon]] they're not interested .",0.012006521224975586,0.184989333152771,1,1,1,62,"Failed"
"this one aims for the toilet and scores a direct hit .","this one aims for the toilet and scores a direct hit .",0.5450356006622314,0.5450356006622314,1,1,0,1,"Skipped"
"oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo doesn't [[suck]] !","oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo doesn't [[lick]] !",0.039600670337677,0.6373449563980103,1,0,1,16,"Successful"
"[[exceptionally]] well acted by diane lane and richard gere .","[[terribly]] well acted by diane lane and richard gere .",0.023919999599456787,0.5323450565338135,1,0,1,27,"Successful"
"it [[works]] its magic with such exuberance and [[passion]] that the film's length becomes a [[part]] of its [[fun]] .","it [[cooperating]] its magic with such exuberance and [[enthusiasm]] that the film's length becomes a [[portion]] of its [[droll]] .",0.008610308170318604,0.6173477172851562,1,0,1,36,"Successful"
"[[even]] fans of ismail merchant's work , i suspect , would have a [[hard]] [[time]] [[sitting]] through this one .","[[yet]] fans of ismail merchant's work , i suspect , would have a [[challenging]] [[times]] [[seated]] through this one .",0.10395294427871704,0.6213678121566772,0,1,0,28,"Successful"
"the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish .","the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish .",0.8513743281364441,0.8513743281364441,0,0,1,1,"Skipped"
"at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best .","at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best .",0.7810829877853394,0.7810829877853394,0,0,1,1,"Skipped"
"the campy results make mel brooks' borscht belt schtick [[look]] sophisticated .","the campy results make mel brooks' borscht belt schtick [[gaze]] sophisticated .",0.1588650941848755,0.7552576065063477,0,1,0,14,"Successful"
"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .","to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",0.8610076904296875,0.8610076904296875,0,0,1,1,"Skipped"
"[[[hell]] is] [[looking]] down at your watch and [[realizing]] [[serving]] [[sara]] isn't [[even]] [[halfway]] through .","[[[inferno]] is] [[researching]] down at your watch and [[attainment]] [[serve]] [[sarah]] isn't [[yet]] [[midway]] through .",0.09569644927978516,0.3429175019264221,0,0,0,34,"Failed"
"earnest yet curiously tepid and [[choppy]] [[recycling]] in which predictability is the only winner .","earnest yet curiously tepid and [[turbulent]] [[reclaiming]] in which predictability is the only winner .",0.03824049234390259,0.6374850273132324,0,1,0,20,"Successful"
"'dragonfly' dwells on crossing-over mumbo [[jumbo]] , manipulative sentimentality , and sappy [[dialogue]] .","'dragonfly' dwells on crossing-over mumbo [[mammoth]] , manipulative sentimentality , and sappy [[conversation]] .",0.05269545316696167,0.21388167142868042,0,0,0,33,"Failed"
"in a 102-minute [[film]] , aaliyah gets at most 20 minutes of screen time . . . . most viewers will wish there had been more of the "" queen "" and less of the "" [[damned]] . ""","in a 102-minute [[cinematography]] , aaliyah gets at most 20 minutes of screen time . . . . most viewers will wish there had been more of the "" queen "" and less of the "" [[accursed]] . """,0.3927379250526428,0.5693670511245728,0,1,0,34,"Successful"
"rashomon-for-dipsticks [[tale]] .","rashomon-for-dipsticks [[tales]] .",0.43194466829299927,0.6563997268676758,0,1,0,14,"Successful"
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .","spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .",0.9711822271347046,0.9711822271347046,1,1,0,1,"Skipped"
"the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .","the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .",0.8948776721954346,0.8948776721954346,1,1,0,1,"Skipped"
"it sounds [[like]] another clever if [[pointless]] excursion into the abyss , and that's more or less how it plays out .","it sounds [[loves]] another clever if [[nonsensical]] excursion into the abyss , and that's more or less how it plays out .",0.10367661714553833,0.6882143020629883,0,1,0,32,"Successful"
"a [[movie]] of [[riveting]] power and [[sadness]] .","a [[flick]] of [[mesmerizing]] power and [[regret]] .",0.005398988723754883,0.1871456503868103,1,1,1,30,"Failed"
"a film that clearly means to preach exclusively to the converted .","a film that clearly means to preach exclusively to the converted .",0.5103787183761597,0.5103787183761597,1,1,0,1,"Skipped"
"for more than [[two]] decades [[mr]] . nachtwey has [[traveled]] to [[places]] in the world [[devastated]] by war , [[famine]] and [[poverty]] and [[documented]] the [[cruelty]] and suffering he has [[found]] with an [[devastating]] , [[eloquent]] [[clarity]] .","for more than [[deux]] decades [[hannes]] . nachtwey has [[flew]] to [[venues]] in the world [[ravaged]] by war , [[starvation]] and [[destitution]] and [[researched]] the [[brutality]] and suffering he has [[unearthed]] with an [[ruinous]] , [[telling]] [[lucidity]] .",0.003521740436553955,0.0537375807762146,1,1,1,92,"Failed"
"the film [[may]] not hit as hard as some of the better drug-related pictures , but it still [[manages]] to [[get]] a few punches in .","the film [[maggio]] not hit as hard as some of the better drug-related pictures , but it still [[administers]] to [[obtain]] a few punches in .",0.08935821056365967,0.5676249265670776,1,0,1,22,"Successful"
"proves a servicable world war ii [[drama]] that can't totally [[hide]] its contrivances , but it at least calls [[attention]] to a [[problem]] hollywood too long has ignored .","proves a servicable world war ii [[tragedy]] that can't totally [[dissemble]] its contrivances , but it at least calls [[beware]] to a [[trouble]] hollywood too long has ignored .",0.07772111892700195,0.7930560111999512,1,0,1,51,"Successful"
"lan yu is a [[genuine]] [[love]] [[story]] , full of [[traditional]] [[layers]] of [[awakening]] and [[ripening]] and [[separation]] and [[recovery]] .","lan yu is a [[vera]] [[iike]] [[narratives]] , full of [[conventional]] [[nappies]] of [[arousing]] and [[maturing]] and [[separating]] and [[repossession]] .",0.003224790096282959,0.5096497535705566,1,0,1,73,"Successful"
"the wild thornberrys movie is [[pleasant]] enough and the message of our close ties with animals can certainly not be emphasized enough .","the wild thornberrys movie is [[congenial]] enough and the message of our close ties with animals can certainly not be emphasized enough .",0.2325756549835205,0.5368808507919312,1,0,1,21,"Successful"
"when you [[find]] yourself rooting for the monsters in a [[horror]] [[movie]] , you [[know]] the [[picture]] is in [[trouble]] .","when you [[unearth]] yourself rooting for the monsters in a [[terror]] [[flick]] , you [[savoir]] the [[images]] is in [[difficulty]] .",0.05679166316986084,0.3821065425872803,0,0,0,51,"Failed"
"even when crush departs from the 4w formula . . . it feels [[like]] a glossy rehash .","even when crush departs from the 4w formula . . . it feels [[fond]] a glossy rehash .",0.06216561794281006,0.5808308124542236,0,1,0,15,"Successful"
"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .","spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .",0.64839768409729,0.64839768409729,0,0,1,1,"Skipped"
"you never [[know]] where [[changing]] [[lanes]] is going to take you but it's a heck of a ride . [[samuel]] l . jackson is one of the [[best]] [[actors]] there is .","you never [[savoir]] where [[amendment]] [[lane]] is going to take you but it's a heck of a ride . [[shmuel]] l . jackson is one of the [[better]] [[players]] there is .",0.0074942708015441895,0.012591123580932617,1,1,1,56,"Failed"
"girlfriends are [[bad]] , [[wives]] are [[worse]] and [[babies]] are the kiss of [[death]] in this bitter italian comedy .","girlfriends are [[inclement]] , [[handcuffs]] are [[pire]] and [[babe]] are the kiss of [[decease]] in this bitter italian comedy .",0.06702530384063721,0.5233361721038818,0,1,0,51,"Successful"
"another in a [[long]] [[line]] of ultra-violent war [[movies]] , this one is not quite what it could have been as a film , but the [[story]] and [[theme]] [[make]] up for it .","another in a [[protracted]] [[iine]] of ultra-violent war [[cinematographic]] , this one is not quite what it could have been as a film , but the [[saga]] and [[thematic]] [[deliver]] up for it .",0.020405590534210205,0.6937175989151001,1,0,1,52,"Successful"
"as action-adventure , this space-based [[homage]] to robert louis stevenson's treasure island fires on all plasma [[conduits]] .","as action-adventure , this space-based [[eulogy]] to robert louis stevenson's treasure island fires on all plasma [[pipelines]] .",0.2553355097770691,0.9155492186546326,1,0,1,20,"Successful"
"a grittily [[beautiful]] [[film]] that looks , [[sounds]] , and [[feels]] more like an extended , open-ended poem than a traditionally structured story .","a grittily [[sumptuous]] [[filmmaking]] that looks , [[noises]] , and [[deems]] more like an extended , open-ended poem than a traditionally structured story .",0.004655778408050537,0.708840548992157,1,0,1,58,"Successful"
"too [[long]] , and larded with [[exposition]] , this somber [[cop]] [[drama]] [[ultimately]] [[feels]] as [[flat]] as the [[scruffy]] [[sands]] of its titular [[community]] .","too [[lange]] , and larded with [[expo]] , this somber [[constable]] [[theatrical]] [[finally]] [[believes]] as [[apartment]] as the [[unkempt]] [[sables]] of its titular [[communities]] .",0.030193626880645752,0.7423527240753174,0,1,0,70,"Successful"
"spielberg's [[realization]] of a near-future [[america]] is [[masterful]] . this makes minority [[report]] [[necessary]] [[viewing]] for sci-fi [[fans]] , as the [[film]] has some of the [[best]] special effects ever .","spielberg's [[implementation]] of a near-future [[americans]] is [[masterly]] . this makes minority [[reports]] [[required]] [[visualizing]] for sci-fi [[amateurs]] , as the [[movies]] has some of the [[better]] special effects ever .",0.00795656442642212,0.15056979656219482,1,1,1,88,"Failed"
"grown-up quibbles are beside the point here . the little girls understand , and mccracken knows that's all that matters .","grown-up quibbles are beside the point here . the little girls understand , and mccracken knows that's all that matters .",0.6319094896316528,0.6319094896316528,0,0,1,1,"Skipped"
"a soul-stirring [[documentary]] about the [[israeli]]/[[palestinian]] [[conflict]] as [[revealed]] through the [[eyes]] of some [[children]] who [[remain]] [[curious]] about each other against all odds .","a soul-stirring [[literature]] about the [[israel]]/[[palestine]] [[dispute]] as [[divulged]] through the [[eye]] of some [[kiddies]] who [[stay]] [[bizarre]] about each other against all odds .",0.002354443073272705,0.01381385326385498,1,1,1,60,"Failed"
"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .","franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .",0.5838701725006104,0.5838701725006104,0,0,1,1,"Skipped"
"the [[story]] is far-flung , [[illogical]] , and [[plain]] [[stupid]] .","the [[conte]] is far-flung , [[absurd]] , and [[lowlands]] [[twit]] .",0.00945061445236206,0.1328067183494568,0,0,0,47,"Failed"
"one [[gets]] the [[impression]] the creators of don't [[ask]] don't [[tell]] [[laughed]] a hell of a lot at their own jokes . too bad none of it is [[funny]] .","one [[attains]] the [[printing]] the creators of don't [[wondering]] don't [[told]] [[laughs]] a hell of a lot at their own jokes . too bad none of it is [[droll]] .",0.014588534832000732,0.29820579290390015,0,0,0,77,"Failed"
"did we really need a remake of "" [[charade]] ? ""","did we really need a remake of "" [[masquerade]] ? """,0.1194373369216919,0.13159531354904175,0,0,0,23,"Failed"
"the armenian genocide deserves a more engaged and honest treatment .","the armenian genocide deserves a more engaged and honest treatment .",0.9130712747573853,0.9130712747573853,1,1,0,1,"Skipped"
"the cast has a high time , but de broca has [[little]] enthusiasm for such antique pulp .","the cast has a high time , but de broca has [[kiddo]] enthusiasm for such antique pulp .",0.13255542516708374,0.7084757089614868,0,1,0,16,"Successful"
"by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not [[always]] for the better .","by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not [[unceasingly]] for the better .",0.459007203578949,0.5945796966552734,1,0,1,31,"Successful"
"i'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .","i'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .",0.6102646589279175,0.6102646589279175,0,0,1,1,"Skipped"
"[[intensely]] [[romantic]] , thought-provoking and [[even]] an [[engaging]] [[mystery]] .","[[densely]] [[romanticism]] , thought-provoking and [[yet]] an [[engage]] [[enigma]] .",0.004361212253570557,0.030706822872161865,1,1,1,20,"Failed"
"throws in enough [[clever]] and [[unexpected]] twists to make the formula feel fresh .","throws in enough [[skilful]] and [[unplanned]] twists to make the formula feel fresh .",0.02277374267578125,0.721167802810669,1,0,1,34,"Successful"
"ya-yas [[everywhere]] will [[forgive]] the flaws and [[love]] the [[film]] .","ya-yas [[nowhere]] will [[forgiven]] the flaws and [[iove]] the [[movie]] .",0.02776050567626953,0.8334156274795532,1,0,1,39,"Successful"
"assayas' ambitious , sometimes [[beautiful]] [[adaptation]] of jacques chardonne's novel .","assayas' ambitious , sometimes [[sumptuous]] [[readjusted]] of jacques chardonne's novel .",0.07708722352981567,0.6386597156524658,1,0,1,52,"Successful"
"doesn't come [[close]] to [[justifying]] the hype that surrounded its debut at the sundance film festival two years ago .","doesn't come [[closed]] to [[rationale]] the hype that surrounded its debut at the sundance film festival two years ago .",0.05855447053909302,0.641498327255249,0,1,0,28,"Successful"
"a word of advice to the makers of the singles ward : celebrity cameos do not automatically [[equal]] [[laughs]] . and neither do cliches , no matter how 'inside' they are .","a word of advice to the makers of the singles ward : celebrity cameos do not automatically [[wager]] [[laughed]] . and neither do cliches , no matter how 'inside' they are .",0.33756887912750244,0.5198344588279724,0,1,0,29,"Successful"
"the movie's downfall is to [[substitute]] [[plot]] for [[personality]] . it doesn't [[really]] [[know]] or [[care]] about the [[characters]] , and [[uses]] them as markers for a [[series]] of [[preordained]] [[events]] .","the movie's downfall is to [[superseded]] [[intrigue]] for [[subjectivity]] . it doesn't [[truthfully]] [[savoir]] or [[healthcare]] about the [[nature]] , and [[utilise]] them as markers for a [[serial]] of [[predetermined]] [[event]] .",0.016565263271331787,0.09316736459732056,0,0,0,76,"Failed"
"from both a great and a terrible story , [[mr]] . nelson has made a film that is an undeniably [[worthy]] and [[devastating]] experience .","from both a great and a terrible story , [[mister]] . nelson has made a film that is an undeniably [[laudable]] and [[disastrous]] experience .",0.0045629143714904785,0.8006855249404907,1,0,1,31,"Successful"
"there's something to be said for a studio-produced film that never [[bothers]] to hand viewers a suitcase full of easy answers .","there's something to be said for a studio-produced film that never [[irritates]] to hand viewers a suitcase full of easy answers .",0.08090466260910034,0.5931600332260132,1,0,1,19,"Successful"
"this is one of [[mr]] . chabrol's subtlest [[works]] , but [[also]] one of his most [[uncanny]] .","this is one of [[bernd]] . chabrol's subtlest [[cooperated]] , but [[besides]] one of his most [[supernatural]] .",0.012662947177886963,0.6406912207603455,1,0,1,40,"Successful"
". . . blade ii is still top-heavy with blazing [[guns]] , cheatfully filmed martial arts , [[disintegrating]] [[bloodsucker]] computer [[effects]] and jagged camera moves that [[serve]] no other purpose than to call attention to themselves .",". . . blade ii is still top-heavy with blazing [[firearms]] , cheatfully filmed martial arts , [[dissolution]] [[vampires]] computer [[influence]] and jagged camera moves that [[serving]] no other purpose than to call attention to themselves .",0.051402151584625244,0.5586839914321899,0,1,0,50,"Successful"
"working from a [[surprisingly]] sensitive script co-written by gianni romoli . . . ozpetek avoids most of the pitfalls you'd expect in such a potentially sudsy set-up .","working from a [[impossibly]] sensitive script co-written by gianni romoli . . . ozpetek avoids most of the pitfalls you'd expect in such a potentially sudsy set-up .",0.05992448329925537,0.8277171850204468,1,0,1,47,"Successful"
"the venezuelans say things like "" si , pretty much "" and "" por favor , go home "" when talking to americans . that's muy loco , but no more ridiculous than most of the rest of "" dragonfly . ""","the venezuelans say things like "" si , pretty much "" and "" por favor , go home "" when talking to americans . that's muy loco , but no more ridiculous than most of the rest of "" dragonfly . """,0.5236812829971313,0.5236812829971313,1,1,0,1,"Skipped"
"the performances are an [[absolute]] [[joy]] .","the performances are an [[unmitigated]] [[glee]] .",0.005578935146331787,0.9323223829269409,1,0,1,12,"Successful"
"the self-serious [[equilibrium]] makes its point too well ; a [[movie]] , [[like]] [[life]] , isn't much [[fun]] [[without]] the [[highs]] and lows .","the self-serious [[balanced]] makes its point too well ; a [[cinematographic]] , [[adores]] [[vie]] , isn't much [[droll]] [[sans]] the [[altitudes]] and lows .",0.04907184839248657,0.2024819254875183,0,0,0,49,"Failed"
"there is something that is so meditative and lyrical about babak payami's [[boldly]] [[quirky]] [[iranian]] drama [[secret]] [[ballot]] . . . a [[charming]] and [[evoking]] [[little]] ditty that [[manages]] to [[show]] the [[gentle]] and [[humane]] side of [[middle]] [[eastern]] [[world]] [[politics]]","there is something that is so meditative and lyrical about babak payami's [[defiantly]] [[lunatic]] [[iranians]] drama [[confidential]] [[poll]] . . . a [[ravishing]] and [[invoke]] [[scant]] ditty that [[administered]] to [[exhibit]] the [[mild]] and [[humanity]] side of [[medium]] [[eastward]] [[monde]] [[politician]]",0.003701627254486084,0.8553756475448608,1,0,1,134,"Successful"
"can i [[admit]] xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty [[pleasure]] ?","can i [[accepted]] xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty [[glee]] ?",0.10830104351043701,0.647606611251831,1,0,1,27,"Successful"
